language,sentence_id,word_id,word,FFDAvg,FFDStd,TRTAvg,TRTStd
en,ZuCo1-4,33.0,on,7.618243376555729,3.731867236512624,17.02641485608757,9.851122646590714
en,ZuCo1-4,34.0,internal,10.074176963663898,8.319761174123514,10.074176963663898,8.319761174123514
en,ZuCo1-4,35.0,combustion,7.248893133084469,3.166167587190916,11.54614115808664,4.114989372737715
en,ZuCo1-4,36.0,engines.,6.944258103212873,2.404507797926216,24.27451877925009,24.0604201156044
en,ZuCo1-8,0.0,There,7.353068842781491,2.380879697354252,16.19932285788697,7.4220403900355665
en,ZuCo1-8,1.0,is,8.76291344734786,3.6446640682239257,13.42998524177446,6.284966709905843
en,ZuCo1-8,2.0,also,5.5907630870735305,1.542148498709031,11.566397546083284,13.334071087286503
en,ZuCo1-8,3.0,some,7.049223022831843,2.113858666837097,33.5513306517734,23.753037794735175
en,ZuCo1-8,4.0,evidence,6.826402754868767,3.104188194147262,21.28946378447203,18.592219541071607
en,ZuCo1-8,5.0,that,7.185953641809185,2.121767721250386,14.652964667071794,8.620562380072876
en,ZuCo1-8,6.0,Henry,7.930375900685823,5.340430642596723,17.410365483114855,17.991264953809026
en,ZuCo1-8,7.0,Ford,5.330323812830975,2.8465914274015782,6.233179963538501,4.081929648793016
en,ZuCo1-8,8.0,gave,7.626530080736175,1.8526410008409808,9.555951037416442,4.537996065449263
en,ZuCo1-8,9.0,Adolf,6.309864860954365,3.072641010733306,8.274734496628758,4.24383172791737
en,ZuCo1-8,10.0,Hitler,5.842521052174668,2.296513949647333,10.443614897126489,3.889452564544026
en,ZuCo1-8,11.0,direct,7.687299244726105,2.0186237298741823,13.331235350290823,9.144839809594194
en,ZuCo1-8,12.0,financial,7.274068929594583,2.3936931784055053,11.606910322076567,6.65156369631284
en,ZuCo1-8,13.0,backing,7.693376161125097,4.167586305504429,9.115374598489453,4.638602280110004
en,ZuCo1-8,14.0,when,6.648146540498307,0.8481599045512654,7.681222328327112,2.6033753836647864
en,ZuCo1-8,15.0,Hitler,6.836530948867089,2.6823465847366044,10.5434499522528,3.2869695703991995
en,ZuCo1-8,16.0,was,9.200451428075354,5.5165549539002825,10.50091153745985,5.286113935533454
en,ZuCo1-8,17.0,first,6.238967502966114,1.9646869020277884,14.361779089620049,6.274250646339588
en,ZuCo1-8,18.0,starting,6.826402754868767,2.658086579569202,19.5406622874285,12.26254540777984
en,ZuCo1-8,19.0,out,9.121451514888443,5.030314147461647,20.98359232572272,10.354206830798612
en,ZuCo1-8,20.0,in,7.0644153138293255,1.164037526558242,8.841913360534768,3.190043485140031
en,ZuCo1-8,21.0,politics.,6.367257960278187,1.819470220333933,17.143656374492384,8.508954916443571
en,ZuCo1-9,0.0,This,7.839222154700929,2.241467957123986,15.043744152173703,7.607810972965725
en,ZuCo1-9,1.0,can,6.380762218942617,1.947459718946688,6.380762218942617,1.947459718946688
en,ZuCo1-9,2.0,in,7.257574442225888,2.9569172737512464,11.459328066672455,3.6782260504604416
en,ZuCo1-9,3.0,part,6.502300546922476,1.0222955715671938,8.79127239054316,4.389424203048781
en,ZuCo1-9,4.0,be,8.28739473912666,4.042854302848348,10.816911190207485,4.881567366287468
en,ZuCo1-9,5.0,traced,4.800763955204445,0.0,9.297682090459242,0.0
en,ZuCo1-9,6.0,to,7.246722805799115,2.034557297652291,12.29056341696328,11.936397828682992
en,ZuCo1-9,7.0,statements,7.48811142942578,2.23894947873107,9.932382247687396,4.66194069640128
en,ZuCo1-9,8.0,from,6.076916398992968,3.4376230355453306,6.076916398992968,3.4376230355453306
en,ZuCo1-9,9.0,Kurt,7.373325230778135,1.6184841333225366,7.373325230778135,1.6184841333225366
en,ZuCo1-9,10.0,"Ludecke,",7.413838006771421,3.871567567938761,13.235523917006685,8.733101861287484
en,ZuCo1-9,11.0,Germany's,4.841276731197731,1.612769801725165,9.986399282345111,10.375760112356462
en,ZuCo1-9,12.0,representative,0.0,0.0,0.0,0.0
en,ZuCo1-9,13.0,to,6.736695893740777,2.17737663510651,9.618890528691724,3.6334191425009625
en,ZuCo1-9,14.0,the,6.616242729403594,1.8765312894853132,11.097968573660909,7.335285631266163
en,ZuCo1-9,15.0,U.S.,8.120279538154353,4.365111454546761,11.447391266603004,7.605753971668015
en,ZuCo1-9,16.0,in,6.83219029429638,3.3276980285300173,19.819428769858497,24.529359155631763
en,ZuCo1-9,17.0,the,5.469224759093671,1.7107356163176444,15.240906328674363,8.351880970647324
en,ZuCo1-9,18.0,"1920s,",6.367257960278187,2.5867574027225717,10.837167578204127,6.546238139236668
en,ZuCo1-9,19.0,and,8.041786034667362,3.4617094393743484,16.394170018616585,10.658007833660484
en,ZuCo1-9,20.0,Winifred,5.362878722111295,1.6585826092254334,8.705182741557428,5.717121048645068
en,ZuCo1-9,21.0,"Wagner,",5.367942819110455,1.0107917313322627,7.079607604826808,2.7604856784837977
en,ZuCo1-9,22.0,daughter-in-law,6.964146193245941,2.054640892358688,8.993836270509593,4.421278612856816
en,ZuCo1-9,23.0,of,6.77576178487716,1.515944013159246,6.77576178487716,1.515944013159246
en,ZuCo1-9,24.0,Richard,7.079607604826808,1.7561582459300356,7.930375900685823,2.9889181305836137
en,ZuCo1-9,25.0,"Wagner,",5.443180831669416,1.4934291039158276,7.95207917353937,5.367380415534531
en,ZuCo1-9,26.0,who,7.125184477819255,4.658123049281793,15.222675579477386,12.68211208301283
en,ZuCo1-9,27.0,said,6.076916398992968,1.3656171141566946,12.369900936616796,5.125376550674536
en,ZuCo1-9,28.0,they,6.388358364441357,2.0379847024092834,10.999218682177272,10.017832032957257
en,ZuCo1-9,29.0,requested,4.972943253175912,1.1767374975485023,7.322684260786526,5.456346791329955
en,ZuCo1-9,30.0,funds,7.031860404549006,2.303815106835981,9.01119888879243,4.735800679542984
en,ZuCo1-9,31.0,from,7.65691466273114,2.2319745412874155,8.446913794600226,1.8497199198987928
en,ZuCo1-9,32.0,Ford,6.731872944217765,2.4402012310010512,13.119387292492595,5.851256744470443
en,ZuCo1-9,33.0,to,6.725120814885552,1.7715713964512174,8.740631420551553,4.598168842815648
en,ZuCo1-9,34.0,aid,8.850200064715214,3.4038623018660163,17.783267171234876,11.66607382664932
en,ZuCo1-9,35.0,the,7.53537633475128,2.409148012745368,11.398558902682526,9.850470740528928
en,ZuCo1-9,36.0,National,6.000954944005556,2.241232582981036,9.72306623838875,7.573435972931268
en,ZuCo1-9,37.0,Socialist,6.674479844893943,1.9797756744109956,7.737940214717712,4.458927486606017
en,ZuCo1-9,38.0,movement,7.494863558757993,2.378357886562609,9.479989582429033,4.055744202676834
en,ZuCo1-9,39.0,in,6.3929160517406025,2.9650744171011363,8.957374772115635,7.535939898665681
en,ZuCo1-9,40.0,Germany.,7.796683739907979,2.075474298481415,10.288219463495096,5.172725591909178
en,ZuCo1-10,0.0,Although,7.261915096796597,2.1858604369930026,14.851983679138815,9.616780735708677
en,ZuCo1-10,1.0,Ford,6.927684694851983,1.3852170643409532,9.844604566368607,6.136301554691175
en,ZuCo1-10,2.0,is,8.944116045426924,3.941555451675776,13.32502032215549,10.15496518434682
en,ZuCo1-10,3.0,often,8.446913794600226,3.8896484805458416,23.529820296900773,24.607314734778235
en,ZuCo1-10,4.0,credited,8.653528952165987,2.674947881258054,19.318517232398644,16.068626677104028
en,ZuCo1-10,5.0,with,9.804091790375322,3.883683689544607,11.971525306016147,5.087580472668033
en,ZuCo1-10,6.0,the,5.870301241427207,0.7930317692460717,10.427988540671931,10.030649586087645
en,ZuCo1-10,7.0,"idea,",5.320677913784954,1.8696053562783683,16.367161501287725,15.9757035205064
en,ZuCo1-10,8.0,contemporary,6.632520184043753,2.0701479218701824,10.5911971525306,6.481225713008702
en,ZuCo1-10,9.0,sources,6.761950611243084,2.152136473820443,15.838653923557128,11.56091692852606
en,ZuCo1-10,10.0,indicate,6.958069276846948,2.267494317886894,12.080909801198022,8.692978816358885
en,ZuCo1-10,11.0,that,7.65691466273114,3.102204813845005,8.396272824608618,2.9309180519344684
en,ZuCo1-10,12.0,the,6.544838961715427,1.848122061987016,14.529907109992186,16.767896132177807
en,ZuCo1-10,13.0,concept,7.569136981412353,1.863670260661084,19.439380347445287,14.248407247860264
en,ZuCo1-10,14.0,and,5.104609775154093,0.8354378817091123,5.104609775154093,0.8354378817091123
en,ZuCo1-10,15.0,its,9.186271956477702,4.163183024280881,18.82831264287988,12.395325581252605
en,ZuCo1-10,16.0,development,4.5982000752380126,1.3127639809258622,12.163960991984258,9.098783021191451
en,ZuCo1-10,17.0,came,7.079607604826808,1.445318479618862,11.80441010504384,10.639796746949203
en,ZuCo1-10,18.0,from,7.859478542697572,2.747321862362301,12.37665306594901,7.912944787228233
en,ZuCo1-10,19.0,employees,7.1032400574895584,2.848778498848499,12.599473333912089,6.767718040247146
en,ZuCo1-10,20.0,Clarence,8.217341397304937,4.334334558473486,17.555536263757464,10.908464602264214
en,ZuCo1-10,21.0,"Avery,",6.542813322915762,3.049528405535363,16.367161501287725,14.313428069456872
en,ZuCo1-10,22.0,Peter,7.717683826721069,3.572999467753232,16.691263709234022,9.72616750321172
en,ZuCo1-10,23.0,E.,6.172410799548572,2.562378751330857,8.811528778539804,3.8039425660697104
en,ZuCo1-10,24.0,"Martin,",4.5982000752380126,0.5775735278275473,7.2922996787915615,4.719303696761089
en,ZuCo1-10,25.0,Charles,5.499609341088636,1.6888288963702052,5.499609341088636,1.6888288963702052
en,ZuCo1-10,26.0,E.,6.398992968139595,2.4353284064235816,14.815522180744855,8.583489949760125
en,ZuCo1-10,27.0,"Sorensen,",7.413838006771421,0.0,7.413838006771421,0.0
en,ZuCo1-10,28.0,and,9.273374424863269,2.362428117351393,14.961368174320686,11.424311910192149
en,ZuCo1-10,29.0,C.H.,7.140376768816737,2.3119363797401395,16.6811355152357,19.56413190764932
en,ZuCo1-16,0.0,Baldwin,6.390890412940938,3.755596610982328,11.343577278120206,7.818294023428256
en,ZuCo1-16,1.0,has,6.639031165899818,2.7217046411895454,9.320470526955464,4.558316650705259
en,ZuCo1-16,2.0,appeared,6.976300026043927,1.4032282910891742,6.976300026043927,1.4032282910891742
en,ZuCo1-16,3.0,in,6.484937928639639,2.111153259608035,9.462626964146194,3.1721880566673075
en,ZuCo1-16,4.0,movies,6.787915617675146,1.6406548883797247,12.38475562114767,6.094904457154506
en,ZuCo1-16,5.0,such,9.966142894348469,0.0,9.966142894348469,0.0
en,ZuCo1-16,6.0,as,6.578262001909888,1.4596199966303465,6.578262001909888,1.4596199966303465
en,ZuCo1-16,7.0,The,5.611019475070173,1.46334704150269,6.319993054952687,1.8623542899994192
en,ZuCo1-16,8.0,"Cooler,",6.2322153736339,1.7436385337797091,10.600843051576623,4.228384534393833
en,ZuCo1-16,9.0,The,8.59883670457505,4.511880234153247,11.394218248111816,0.5586137432761161
en,ZuCo1-16,10.0,Hunt,6.603582486905692,3.399272988857678,10.344262136952477,8.635145197697586
en,ZuCo1-16,11.0,for,5.327430043117169,1.827458533527812,7.150504962815059,2.471694390653878
en,ZuCo1-16,12.0,Red,7.84681830019967,3.724090638088632,8.720375032554909,4.315527585548631
en,ZuCo1-16,13.0,"October,",7.65691466273114,2.9524684409572504,13.660908064936192,8.029513135941112
en,ZuCo1-16,14.0,"Beetlejuice,",6.56982184024462,1.9652611505599549,9.837852437036394,5.860085873593306
en,ZuCo1-16,15.0,Ghosts,8.240298637034464,3.4404686393512844,13.417831408976474,10.197945709744738
en,ZuCo1-16,16.0,of,6.920088549353243,2.585254288884764,7.869606736695894,3.4925846437116395
en,ZuCo1-16,17.0,"Mississippi,",0.0,0.0,0.0,0.0
en,ZuCo1-16,18.0,Talk,6.903377029256012,2.2347028648612066,11.084295511763177,7.424365514459907
en,ZuCo1-16,19.0,"Radio,",5.833839743033249,1.945752335883025,5.833839743033249,1.945752335883025
en,ZuCo1-16,20.0,Final,6.259223890962757,2.699044933938851,6.259223890962757,2.699044933938851
en,ZuCo1-16,21.0,Fantasy:,6.813742512370865,1.908034935099527,9.1609514714819,4.028057279564739
en,ZuCo1-16,22.0,The,6.130933433650683,2.152044609543798,23.03826528151556,22.409374804181297
en,ZuCo1-16,23.0,Spirits,6.016147235003039,2.03450327659415,11.18152617414706,6.388322880394922
en,ZuCo1-16,24.0,Within,6.447608299331539,2.853268823961905,10.579911450646756,3.946664935920372
en,ZuCo1-16,25.0,"(voice),",6.927684694851983,2.5141107245797767,14.186837556921766,6.376730713344351
en,ZuCo1-16,26.0,The,6.765633590878838,1.632305445436983,20.91809667120024,12.374240961461457
en,ZuCo1-16,27.0,Cat,5.955378071013109,1.748209607938401,7.018838440836878,2.025628671445004
en,ZuCo1-16,28.0,in,6.36860838614463,1.9540433637619936,17.23413490754406,12.408528263198974
en,ZuCo1-16,29.0,the,7.30098098793298,3.682502461676198,11.294383192985505,5.28638505280229
en,ZuCo1-16,30.0,"Hat,",9.613681743206875,4.399862800912634,22.843128743814567,15.861604202456848
en,ZuCo1-16,31.0,Pearl,7.283618369650143,2.325013858813328,17.6664641027867,11.710892969193168
en,ZuCo1-16,32.0,"Harbor,",6.003993402205053,2.236620801218101,12.67644760829933,8.89812194073788
en,ZuCo1-16,33.0,Thomas,5.396301762305756,2.6719089516227896,6.28353155655873,2.6819794291951062
en,ZuCo1-16,34.0,and,5.7047052695546485,1.4886894863041396,17.94969181352548,12.209480103468248
en,ZuCo1-16,35.0,the,7.754145325115027,3.4697247355569663,12.907370431461064,8.101603092481925
en,ZuCo1-16,36.0,Magic,6.198454726972828,1.6336246326427832,9.688341001823074,5.961148051132615
en,ZuCo1-16,37.0,"Railroad,",6.752973348380936,2.161595857632642,7.717683826721069,3.176647483343875
en,ZuCo1-16,38.0,Along,5.994049357188519,1.2773882742749596,10.612505820423172,5.049348761042706
en,ZuCo1-16,39.0,Came,7.641722371733658,3.6674832390093286,8.705182741557428,4.5389792660158825
en,ZuCo1-16,40.0,"Polly,",5.924993489018144,1.658341383786354,7.707555632722747,2.826495696938533
en,ZuCo1-16,41.0,The,6.927684694851983,2.886801808638568,14.176577827936452,7.8981769393250545
en,ZuCo1-16,42.0,SpongeBob,5.241340394131435,2.679074834156553,11.530948867089156,11.556943953555178
en,ZuCo1-16,43.0,SquarePants,6.707396475388489,2.183571448207877,14.113638336661168,6.398616602121382
en,ZuCo1-16,44.0,"Movie,",7.732876117718552,2.233687514736265,13.840177098706484,9.380059116779488
en,ZuCo1-16,45.0,and,5.529993923083601,2.572002968077338,14.721329976560463,11.964621233756898
en,ZuCo1-16,46.0,The,6.083668528325183,1.6712747712019451,11.465115606100063,10.98699930722042
en,ZuCo1-16,47.0,Aviator.,8.771016002546517,3.729992606744058,8.771016002546517,3.729992606744058
en,ZuCo1-18,0.0,He,7.603741644239951,1.5275188366039485,9.047009289000782,4.513947888186682
en,ZuCo1-18,1.0,was,6.471915964927511,1.3775982124613726,9.500245970425674,5.762591714583779
en,ZuCo1-18,2.0,married,6.854761698064068,1.9968011238003032,8.009375813872733,3.2959639430338523
en,ZuCo1-18,3.0,to,6.301762305755708,1.8316188496278087,12.032294470006075,6.408450182178698
en,ZuCo1-18,4.0,actress,4.152559539311861,0.9880051947541788,6.259223890962757,4.0579061437130255
en,ZuCo1-18,5.0,Kim,0.0,0.0,0.0,0.0
en,ZuCo1-18,6.0,Basinger,6.671103780227836,3.613693632674374,15.995794388015936,9.74970066935384
en,ZuCo1-18,7.0,from,10.053920575667256,2.775679563336088,17.59604903975075,14.223461006697429
en,ZuCo1-18,8.0,1993,8.47729837659519,2.8043943175435344,8.47729837659519,2.8043943175435344
en,ZuCo1-18,9.0,to,5.621147669068495,1.820541110384872,8.91281071852302,5.63322829869421
en,ZuCo1-18,10.0,2002.,6.20453164337182,2.420354420494238,22.61220592065284,15.375397782009442
en,ZuCo1-24,0.0,Rosemary,6.4415313829325465,2.0084492163523064,10.54779060682351,8.257592318084935
en,ZuCo1-24,1.0,Clooney,6.407770736271474,1.6029446954736135,20.82356686054924,14.952764963492005
en,ZuCo1-24,2.0,(May,8.386144630610296,2.7650971286790624,13.55152356975432,10.365231542876003
en,ZuCo1-24,3.0,"23,",6.517492837919958,1.4116807032582568,12.829889747373905,5.658243445607409
en,ZuCo1-24,4.0,1928,7.831626009202187,4.0244785633022255,11.196718465144544,4.95352563230739
en,ZuCo1-24,5.0,-,6.7540585120236125,1.7110696615621992,11.172844865005644,4.568266218948767
en,ZuCo1-24,6.0,June,6.365569927945134,2.4720323125860584,10.657392134733918,8.255533024445759
en,ZuCo1-24,7.0,"29,",6.461787770929189,4.609452250400603,13.956651329687183,6.951099888865467
en,ZuCo1-24,8.0,2002),7.915183609688341,3.96109880790776,14.4326764476083,7.433948522111544
en,ZuCo1-24,9.0,was,6.0595537807101305,2.719652469344836,14.983939578088377,13.049384177284002
en,ZuCo1-24,10.0,an,5.550250311080244,1.4628422359768882,12.629857915907053,8.31284996225465
en,ZuCo1-24,11.0,American,6.936366003993402,2.6624081034052565,9.558121364701796,5.698570290385028
en,ZuCo1-24,12.0,popular,6.573197904910727,2.1331332714270537,14.675753103568018,13.373842020630256
en,ZuCo1-24,13.0,singer,8.325375466620367,2.5506507688760305,8.325375466620367,2.5506507688760305
en,ZuCo1-24,14.0,and,6.34430072054866,3.91350585223232,9.577220244812915,8.33419784584139
en,ZuCo1-24,15.0,actress.,8.883346881436994,5.738862902346472,13.8056491646213,9.184181820631308
en,ZuCo1-33,0.0,In,7.940504094684145,2.0547257650642763,15.691948568066287,8.201067047548294
en,ZuCo1-33,1.0,1964,7.7024915357235875,1.8428025623943427,16.51402031426339,7.741392840436819
en,ZuCo1-33,2.0,she,9.384495181873426,3.3816382887148047,18.647452035766992,17.43003377521878
en,ZuCo1-33,3.0,went,6.596830357573477,2.4347723357334248,10.614347310241053,7.917268265696287
en,ZuCo1-33,4.0,to,8.720375032554909,5.184697027852388,14.49344561159823,13.593560772323256
en,ZuCo1-33,5.0,Reprise,6.2440315999652745,3.798472068599432,17.1976734091501,15.754808640629005
en,ZuCo1-33,6.0,"again,",9.176143762479382,0.0,9.176143762479382,0.0
en,ZuCo1-33,7.0,shifting,8.092427004658969,2.238885335034347,18.51433862893191,13.933544623528984
en,ZuCo1-33,8.0,the,8.047573574094972,2.2399179561192013,12.01493185172324,9.156652398895204
en,ZuCo1-33,9.0,next,6.016147235003039,1.2021445249842817,8.993836270509593,3.8625484876984086
en,ZuCo1-33,10.0,year,5.989138717674181,1.82056928319552,9.790587531710893,6.646341304338344
en,ZuCo1-33,11.0,to,6.50905267625469,2.4520271908540483,12.140328539321509,10.377292412108485
en,ZuCo1-33,12.0,Dot,7.373325230778135,3.715998353570915,8.933067106519664,5.917119429231044
en,ZuCo1-33,13.0,Records.,5.671788639060103,2.015363003464353,8.659605868564979,8.028133273214804
en,ZuCo1-34,0.0,In,5.877246288740341,1.1480463785596415,5.877246288740341,1.1480463785596415
en,ZuCo1-34,1.0,1966,6.698112297556694,1.7838564713237992,8.676486191895515,5.022910326350208
en,ZuCo1-34,2.0,she,5.21095581213647,1.9880434867729688,7.231530514801632,3.2540360013417584
en,ZuCo1-34,3.0,went,5.312961194548138,1.4146982817253524,6.276586509245594,2.6857207511533523
en,ZuCo1-34,4.0,to,5.615070752669503,1.4017069222431875,11.54614115808664,5.461416725036806
en,ZuCo1-34,5.0,United,8.41652921260526,3.334956290539892,12.594409236912927,6.4986687982663165
en,ZuCo1-34,6.0,Artists,7.8149144891049565,3.0090385398100614,13.20513933501172,10.019238293766447
en,ZuCo1-34,7.0,Records.,7.337876551784009,4.361678258636133,11.379025957114331,11.672465658598489
en,ZuCo1-36,0.0,Michael,6.882107821859536,1.4054853611111375,6.882107821859536,1.4054853611111375
en,ZuCo1-36,1.0,McManus,6.950473131348208,2.3098992221749213,8.21902942963799,3.36953917878417
en,ZuCo1-36,2.0,(born,5.578609254275545,0.5322074427317621,8.070144977862663,4.028541840555472
en,ZuCo1-36,3.0,February,6.360505830945973,1.2951817901000942,8.993836270509593,4.63631286564146
en,ZuCo1-36,4.0,"5,",6.660300373296293,1.483937693247412,6.660300373296293,1.483937693247412
en,ZuCo1-36,5.0,1959),6.1133778973869255,3.024021611441656,6.1133778973869255,3.024021611441656
en,ZuCo1-36,6.0,is,6.520531296119454,2.271074460103478,15.143675666290475,12.849315247352084
en,ZuCo1-36,7.0,a,5.967531903811095,3.365585302430082,10.227450299505168,6.582363070950106
en,ZuCo1-36,8.0,syndicated,7.748068408716034,6.5744540554804445,7.748068408716034,6.5744540554804445
en,ZuCo1-36,9.0,columnist,4.841276731197731,2.5991400764283497,6.563069710912406,2.697904508428888
en,ZuCo1-36,10.0,who,6.696761871690251,1.5674308739033422,27.011893393523746,10.448811605195033
en,ZuCo1-36,11.0,wrote,13.774343837717394,12.728250938182276,19.87151662470701,17.88916617610944
en,ZuCo1-36,12.0,Ethics,5.947781925514367,1.9149347530668932,12.951428075353764,7.832822123952689
en,ZuCo1-36,13.0,&,6.672454206094279,2.300175070314974,12.28752495876378,7.914982404044848
en,ZuCo1-36,14.0,Religion.,7.511068669155308,4.930772668684027,12.949908846254017,9.85224776061302
en,ZuCo1-37,0.0,On,6.9155308620539975,2.1440791050768144,27.90520010417571,24.1583699282926
en,ZuCo1-37,1.0,January,7.126565595182663,2.0487575225011327,27.069900322786857,32.96476346367331
en,ZuCo1-37,2.0,"28,",7.515119946754638,2.1089030512031868,19.425876088780857,13.108309192678474
en,ZuCo1-37,3.0,2005,7.072011459328067,3.672379753514652,19.674016841739736,21.495693657089618
en,ZuCo1-37,4.0,it,6.076916398992968,2.0772429598185003,20.928900078131782,15.960753527424256
en,ZuCo1-37,5.0,was,9.131948006850342,3.9943503453735634,17.534666045821528,10.788139477091
en,ZuCo1-37,6.0,revealed,9.60152791040889,2.6779833623702567,12.913447347860057,4.548765756693998
en,ZuCo1-37,7.0,that,7.182915183609689,2.491914472786388,15.186214081083428,8.929940828853399
en,ZuCo1-37,8.0,he,6.517492837919958,1.340025518694328,8.614028995572532,4.071193847199607
